_id,tag,type,origin,description,ungroupedDescription,group1,group1,group3,valueDefault,priority,frozenDetectTimeout,invalidDetectTimeout,historianDeadBand,historianPeriod,supervisedOfCommand,commandOfSupervised,location,isEvent,unit,alarmState,stateTextTrue,stateTextFalse,eventTextTrue,eventTextFalse,formula,parcels,kconv1,kconv2,protocolSourceConnectionNumber,protocolSourceCommonAddress,protocolSourceObjectAddress,protocolSourceASDU,protocolSourceCommandDuration,protocolSourceCommandUseSBO,hiLimit,hihiLimit,hihihiLimit,loLimit,loloLimit,lololoLimit,hysteresis,substituted,alarmDisabled,annotation,commandBlocked,notes,updatesCnt,alarmed,invalid,overflow,transient,frozen,sourceDataUpdate,value,valueString,timeTag,timeTagAlarm,timeTagAtSource,timeTagAtSourceOk
6655,"KAW2KME11XSWS-158Fail","digital","supervised","KAW2~TL1 KME1 69kV~Switches-Fail-SC158","Switches-Fail-SC158","KAW2","TL1 KME1 69kV","",0.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6655,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6656,"KAW2KME11XSWI2915Rels","digital","supervised","KAW2~TL1 KME1 69kV~Liberação-SW29-15","Liberação-SW29-15","KAW2","TL1 KME1 69kV","",0.000000,1,0,300,0.000000,0,0,0,null,false,"",0,"LIBERADO","BLOQUEADO","LIBERADO","BLOQUEADO",0,null,1.000000,0.000000,1,0,6656,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6659,"KAW2KME11CILO-154","digital","supervised","KAW2~TL1 KME1 69kV~Interlocking.-SC154","Interlocking.-SC154","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6659,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6660,"KAW2KME11CILO-156","digital","supervised","KAW2~TL1 KME1 69kV~Interlocking.-SC156","Interlocking.-SC156","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6660,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6661,"KAW2KME11CILO-158","digital","supervised","KAW2~TL1 KME1 69kV~Interlocking.-SC158","Interlocking.-SC158","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6661,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6662,"KAW2KME11RCTF-154Locl","digital","supervised","KAW2~TL1 KME1 69kV~(43)-REMOTE/LOCAL-SC154","(43)-REMOTE/LOCAL-SC154","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6662,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6663,"KAW2KME11RCTF-156Locl","digital","supervised","KAW2~TL1 KME1 69kV~(43)-REMOTE/LOCAL-SC156","(43)-REMOTE/LOCAL-SC156","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6663,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6664,"KAW2KME11RCTF-158Locl","digital","supervised","KAW2~TL1 KME1 69kV~(43)-REMOTE/LOCAL-SC158","(43)-REMOTE/LOCAL-SC158","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6664,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6665,"KAW2KME11ZTCO----Incl","digital","supervised","KAW2~TL1 KME1 69kV~Telecontr-Inclusion","Telecontr-Inclusion","KAW2","TL1 KME1 69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"INCLUDED","EXCLUDED","INCLUDED","EXCLUDED",0,null,1.000000,0.000000,1,0,6665,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6666,"KAW2KME11RREC----Incl","digital","supervised","KAW2~TL1 KME1 69kV~Recloser(79)-Inclusion","Recloser(79)-Inclusion","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"INCLUDED","EXCLUDED","INCLUDED","EXCLUDED",0,null,1.000000,0.000000,1,0,6666,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6667,"KAW2KME11RSYN----GrAj","digital","supervised","KAW2~TL1 KME1 69kV~(25)-Grupo de ajuste","(25)-Grupo de ajuste","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"Group_2","Group_1","Group_2","Group_1",0,null,1.000000,0.000000,1,0,6667,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6668,"KAW2KME11RTFP----Nrml","digital","supervised","KAW2~TL1 KME1 69kV~Transfer.prot.-Normal","Transfer.prot.-Normal","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INACTIVE","NORMAL","INACTIVE",0,null,1.000000,0.000000,1,0,6668,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6669,"KAW2KME11RTFP----Intm","digital","supervised","KAW2~TL1 KME1 69kV~Transfer.prot.-Intermed.","Transfer.prot.-Intermed.","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"INTERMEDIARY","INACTIVE","INTERMEDIARY","INACTIVE",0,null,1.000000,0.000000,1,0,6669,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6670,"KAW2KME11RTFP----Trfd","digital","supervised","KAW2~TL1 KME1 69kV~Transfer.prot.-Tranfer","Transfer.prot.-Tranfer","KAW2","TL1 KME1 69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"TRANSFERIDO","DESATIVADO","TRANSFERIDO","DESATIVADO",0,null,1.000000,0.000000,1,0,6670,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6671,"KAW2KME11RTFP----Icpl","digital","supervised","KAW2~TL1 KME1 69kV~Transfer.prot.-Incompl","Transfer.prot.-Incompl","KAW2","TL1 KME1 69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6671,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6672,"KAW2KME11XSWI----OpLd","digital","supervised","KAW2~TL1 KME1 69kV~Abertura sob carga","Abertura sob carga","KAW2","TL1 KME1 69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6672,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6673,"KAW2KME11TVDJ--LT","digital","supervised","KAW2~TL1 KME1 69kV~Minidisjuntor do TP-LT","Minidisjuntor do TP-LT","KAW2","TL1 KME1 69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6673,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6674,"KAW2KME11TVDJ--Br","digital","supervised","KAW2~TL1 KME1 69kV~MiniDJ.TP-Barra","MiniDJ.TP-Barra","KAW2","TL1 KME1 69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6674,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6675,"KAW2KME11ZMOD----LoDC","digital","supervised","KAW2~TL1 KME1 69kV~Módulo-Falta CC","Módulo-Falta CC","KAW2","TL1 KME1 69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6675,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6676,"KAW2KME11RPRTP---Fail","digital","supervised","KAW2~TL1 KME1 69kV~Protection-Failure-MainProt","Protection-Failure-MainProt","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"DEFECT","OK","DEFECT","OK",0,null,1.000000,0.000000,1,0,6676,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6677,"KAW2KME11RPRTA---Fail","digital","supervised","KAW2~TL1 KME1 69kV~Protection-Failure-ProtAlt","Protection-Failure-ProtAlt","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"DEFECT","OK","DEFECT","OK",0,null,1.000000,0.000000,1,0,6677,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6678,"KAW2KME11RPRTP---CmFl","digital","supervised","KAW2~TL1 KME1 69kV~Protection-FalhComun-Pri","Protection-FalhComun-Pri","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"NO_COMMS","NORMAL","NO_COMMS","NORMAL",0,null,1.000000,0.000000,1,0,6678,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6679,"KAW2KME11RPRTA---CmFl","digital","supervised","KAW2~TL1 KME1 69kV~Protection-FalhComun-Alt","Protection-FalhComun-Alt","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"NO_COMMS","NORMAL","NO_COMMS","NORMAL",0,null,1.000000,0.000000,1,0,6679,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6681,"KAW2KME11RPRTP---Sync","digital","supervised","KAW2~TL1 KME1 69kV~Protection-Synchronism-Pri","Protection-Synchronism-Pri","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",0,"TIME_REF_OK","LOST_TIME_REF","TIME_REF_OK","LOST_TIME_REF",0,null,1.000000,0.000000,1,0,6681,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6682,"KAW2KME11RPRTA---Sync","digital","supervised","KAW2~TL1 KME1 69kV~Protection-Synchronism-Alt","Protection-Synchronism-Alt","KAW2","TL1 KME1 69kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",0,"TIME_REF_OK","LOST_TIME_REF","TIME_REF_OK","LOST_TIME_REF",0,null,1.000000,0.000000,1,0,6682,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6683,"KAW2TR4-0XCPS5221BlkC","digital","supervised","KAW2~TR4 Sd.69kV~Bx.pr.SF6-BlqFech-BR52-21","Bx.pr.SF6-BlqFech-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",1,"LOCKED","UNLOCKED","LOCKED","UNLOCKED",0,null,1.000000,0.000000,1,0,6683,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6684,"KAW2TR4-0XCPS5221Alrm","digital","supervised","KAW2~TR4 Sd.69kV~Bx.pr.SF6-Alarme-BR52-21","Bx.pr.SF6-Alarme-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6684,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6685,"KAW2TR4-0XCB15221Sprv","digital","supervised","KAW2~TR4 Sd.69kV~Bob1-Supervisão-BR52-21","Bob1-Supervisão-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6685,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6686,"KAW2TR4-0XCB25221Sprv","digital","supervised","KAW2~TR4 Sd.69kV~Bob2-Supervisão-BR52-21","Bob2-Supervisão-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6686,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6687,"KAW2TR4-0XCCM5221LoDC","digital","supervised","KAW2~TR4 Sd.69kV~Comando DJ-FtaCC-BR52-21","Comando DJ-FtaCC-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6687,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6688,"KAW2TR4-0XCMO5221LoDC","digital","supervised","KAW2~TR4 Sd.69kV~Motor DJ-Falta CC-BR52-21","Motor DJ-Falta CC-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6688,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6689,"KAW2TR4-0XCC15221LoDC","digital","supervised","KAW2~TR4 Sd.69kV~CircAbert1-FtaCC-BR52-21","CircAbert1-FtaCC-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6689,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6690,"KAW2TR4-0XCC25221LoDC","digital","supervised","KAW2~TR4 Sd.69kV~CircAbert2-FtaCC-BR52-21","CircAbert2-FtaCC-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6690,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6691,"KAW2TR4-0XCMD5221","digital","supervised","KAW2~TR4 Sd.69kV~Mola descarr.-BR52-21","Mola descarr.-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6691,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6692,"KAW2TR4-0RCTF5221Locl","digital","supervised","KAW2~TR4 Sd.69kV~(43)-REMOTE/LOCAL-BR52-21","(43)-REMOTE/LOCAL-BR52-21","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6692,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6693,"KAW2TR4-0XSWS-136Fail","digital","supervised","KAW2~TR4 Sd.69kV~Switches-Failure-SC136","Switches-Failure-SC136","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6693,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6694,"KAW2TR4-0XSWS-138Fail","digital","supervised","KAW2~TR4 Sd.69kV~Switches-Failure-SC138","Switches-Failure-SC138","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6694,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6695,"KAW2TR4-0XSWS-140Fail","digital","supervised","KAW2~TR4 Sd.69kV~Switches-Failure-SC140","Switches-Failure-SC140","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6695,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6696,"KAW2TR4-0CILO-136","digital","supervised","KAW2~TR4 Sd.69kV~Interlocking.-SC136","Interlocking.-SC136","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6696,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6697,"KAW2TR4-0CILO-138","digital","supervised","KAW2~TR4 Sd.69kV~Interlocking.-SC138","Interlocking.-SC138","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6697,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6698,"KAW2TR4-0CILO-140","digital","supervised","KAW2~TR4 Sd.69kV~Interlocking.-SC140","Interlocking.-SC140","KAW2","TR4 Sd.69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INTERLOCKED","NORMAL","INTERLOCKED",0,null,1.000000,0.000000,1,0,6698,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6699,"KAW2TR4-0RCTF-136Locl","digital","supervised","KAW2~TR4 Sd.69kV~(43)-REMOTE/LOCAL-SC136","(43)-REMOTE/LOCAL-SC136","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6699,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6801,"KAW2TR4-0RCTF-138Locl","digital","supervised","KAW2~TR4 Sd.69kV~(43)-REMOTE/LOCAL-SC138","(43)-REMOTE/LOCAL-SC138","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6801,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6802,"KAW2TR4-0RCTF-140Locl","digital","supervised","KAW2~TR4 Sd.69kV~(43)-REMOTE/LOCAL-SC140","(43)-REMOTE/LOCAL-SC140","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6802,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6803,"KAW2TR4-0RTFP----Nrml","digital","supervised","KAW2~TR4 Sd.69kV~Transfer.prot.-Normal","Transfer.prot.-Normal","KAW2","TR4 Sd.69kV","",0.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"NORMAL","INACTIVE","NORMAL","INACTIVE",0,null,1.000000,0.000000,1,0,6803,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
6804,"KAW2TR4-0RTFP----Intm","digital","supervised","KAW2~TR4 Sd.69kV~Transfer.prot.-Intermed.","Transfer.prot.-Intermed.","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"INTERMEDIARY","INACTIVE","INTERMEDIARY","INACTIVE",0,null,1.000000,0.000000,1,0,6804,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6805,"KAW2TR4-0RTFP----Trfd","digital","supervised","KAW2~TR4 Sd.69kV~Transfer.prot.-Tranfer","Transfer.prot.-Tranfer","KAW2","TR4 Sd.69kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"TRANSFERIDO","DESATIVADO","TRANSFERIDO","DESATIVADO",0,null,1.000000,0.000000,1,0,6805,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6806,"KAW2TR4-0RTFP----Icpl","digital","supervised","KAW2~TR4 Sd.69kV~Transfer.prot.-Incompleta","Transfer.prot.-Incompleta","KAW2","TR4 Sd.69kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6806,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6807,"KAW2TR4-bXCBO5230Sprv","digital","supervised","KAW2~TR4 Sd.13,8kV~BobAber-Superv-BR52-30","BobAber-Superv-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6807,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6808,"KAW2TR4-bXCBC5230Sprv","digital","supervised","KAW2~TR4 Sd.13,8kV~BobFech-Superv-BR52-30","BobFech-Superv-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6808,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6809,"KAW2TR4-bXCMD5230","digital","supervised","KAW2~TR4 Sd.13,8kV~Mola descarr.-BR52-30","Mola descarr.-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6809,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6810,"KAW2TR4-bXCCM5230LoDC","digital","supervised","KAW2~TR4 Sd.13,8kV~CmdDJ-Falta CC-BR52-30","CmdDJ-Falta CC-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6810,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6811,"KAW2TR4-bXCMO5230LoDC","digital","supervised","KAW2~TR4 Sd.13,8kV~Motor DJ-FtaCC-BR52-30","Motor DJ-FtaCC-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6811,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6812,"KAW2TR4-bXCCX5230LoDC","digital","supervised","KAW2~TR4 L13,8~CircAbFech-FtaCC-BR52-30","CircAbFech-FtaCC-BR52-30","KAW2","TR4 L13,8","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,6812,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6813,"KAW2TR4-bRCTF5230Locl","digital","supervised","KAW2~TR4 Sd.13,8kV~(43)-R/L-BR52-30","(43)-R/L-BR52-30","KAW2","TR4 Sd.13,8kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,6813,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6814,"KAW2BC1--RSYN----InFl","digital","supervised","KAW2~Cap.bank BC1 230kV~(25)-Internal failure","(25)-Internal failure","KAW2","Cap.bank BC1 230kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"DEFECT","OK","DEFECT","OK",0,null,1.000000,0.000000,1,0,6814,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
6815,"KAW2TR4-bZMMD----CmFl","digital","supervised","KAW2~TR4 Sd.13,8kV~Multimed.ME-FalhComun","Multimed.ME-FalhComun","KAW2","TR4 Sd.13,8kV","",1.000000,3,0,300,0.000000,0,0,0,null,false,"",1,"NO_COMMS","NORMAL","NO_COMMS","NORMAL",0,null,1.000000,0.000000,1,0,6815,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
